t_s,lag_ms,peak_ratio,confident,rms_db,comb_ratio,beat_period_ms
1208,48,7.60,1,-69.5,1.25,489.9
1210,68,7.50,1,-69.4,1.28,874.3
1212,53,9.07,1,-64.5,1.03,1152.5
1214,80,12.53,1,-61.6,1.34,474.7
1216,80,13.04,1,-61.6,1.44,474.7
1218,80,13.85,1,-61.7,1.37,474.7
1220,62,20.69,1,-63.5,1.47,525.6
1222,50,6.26,1,-68.7,1.37,525.9
1225,42,6.62,1,-68.5,1.11,527.1
1227,42,7.52,1,-68.4,1.34,362.0
1229,46,6.87,1,-68.2,1.27,748.9
1231,48,6.40,1,-68.1,1.01,316.5
1233,76,5.54,1,-68.1,1.01,1195.7
1235,46,6.12,1,-68.1,1.04,1121.4
1237,49,10.07,1,-63.3,1.18,1118.9
1239,649,31.32,1,-60.1,3.73,414.3
1241,649,30.77,1,-60.1,3.75,1074.5
1243,649,29.34,1,-58.5,1.22,1074.5
1245,1464,27.78,1,-56.8,1.48,927.9
1247,2427,35.89,1,-56.3,2.30,927.3
1249,2427,35.08,1,-56.2,2.25,830.0
1251,2427,44.82,1,-57.1,4.28,830.0
1253,220,16.74,1,-60.1,1.14,829.9
1255,50,7.69,1,-68.1,1.26,829.9
1257,121,6.74,1,-68.0,1.06,830.9
1259,63,5.87,1,-67.9,1.02,895.9
1261,46,6.44,1,-67.3,1.20,780.9
1263,48,7.66,1,-67.1,1.30,781.5
1265,48,8.35,1,-67.1,1.41,781.6
1268,48,8.09,1,-67.2,1.60,781.6
1270,53,8.23,1,-67.2,1.50,781.6
1272,41,34.63,1,-42.5,1.22,250.7
1274,41,22.81,1,-39.6,1.66,464.7
1276,41,23.25,1,-37.7,1.74,467.1
1278,41,19.30,1,-32.4,1.37,466.3
1280,41,21.36,1,-30.7,1.77,926.1
1282,41,15.56,1,-26.0,1.01,925.6
1284,48,14.41,1,-24.9,1.08,922.7
1286,268,17.13,1,-23.6,1.22,922.7
1288,268,18.67,1,-21.3,1.33,922.7
1290,268,20.39,1,-21.9,1.42,921.4
1292,268,18.91,1,-21.0,1.51,922.6
1294,268,15.36,1,-21.0,1.01,922.3
1296,266,16.57,1,-21.3,1.18,920.0
1298,266,16.34,1,-20.4,1.28,918.4
1300,268,12.99,1,-20.7,1.07,919.0
1302,269,16.97,1,-20.1,1.58,917.1
1304,268,21.58,1,-21.2,1.82,915.3
1306,268,25.73,1,-22.4,2.01,918.5
1309,268,29.13,1,-22.2,2.48,919.9
1311,269,18.90,1,-22.4,1.33,920.0
1313,260,14.07,1,-22.3,1.43,919.5
1315,268,13.77,1,-22.0,1.27,918.7
1317,268,19.48,1,-21.1,1.61,918.5
1319,268,23.39,1,-21.9,2.43,914.1
1321,268,26.55,1,-21.8,2.80,915.2
1323,268,23.77,1,-21.8,2.35,909.1
1325,268,14.67,1,-22.6,1.55,910.0
1327,268,22.39,1,-20.7,1.86,912.5
1329,268,22.85,1,-20.1,1.59,914.4
1331,268,18.71,1,-20.1,1.26,921.6
1333,268,20.16,1,-20.0,1.50,923.3
1335,268,17.41,1,-20.6,1.11,922.7
1337,269,19.18,1,-19.1,1.02,924.9
1339,269,18.39,1,-18.7,1.20,460.0
1341,269,19.22,1,-18.6,1.21,458.3
1343,269,23.88,1,-19.0,1.65,917.0
1345,269,27.32,1,-20.5,2.09,915.7
1347,269,26.02,1,-21.9,2.29,916.9
1349,268,23.05,1,-21.8,1.74,917.4
1352,270,21.10,1,-22.4,1.59,918.0
1354,270,19.46,1,-22.6,1.44,918.0
1356,270,18.84,1,-21.3,1.25,918.4
1358,429,15.80,1,-20.7,1.33,920.6
1360,429,21.74,1,-20.2,1.83,922.4
1362,429,23.60,1,-18.9,1.78,920.3
1364,429,20.09,1,-18.9,1.29,917.6
1366,429,21.85,1,-19.0,1.70,917.0
1368,429,18.75,1,-19.2,1.23,915.9
1370,430,14.53,1,-20.1,1.13,915.9
1372,41,15.85,1,-21.7,1.08,464.0
1374,41,16.84,1,-21.9,1.08,461.0
1376,93,17.87,1,-22.2,1.31,464.0
1378,41,18.34,1,-21.5,1.26,464.6
1380,429,18.16,1,-20.8,1.01,462.4
1382,425,14.35,1,-21.0,1.14,461.2
1384,45,15.65,1,-21.5,1.12,459.7
1386,429,14.73,1,-20.7,1.11,462.4
1388,429,18.27,1,-20.6,1.04,922.7
1390,430,19.59,1,-20.4,1.32,917.8
1392,430,27.96,1,-19.6,1.63,918.0
1395,430,25.15,1,-20.2,1.62,917.7
1397,430,21.04,1,-20.1,1.67,915.0
1399,430,19.34,1,-20.5,1.56,912.3
1401,430,14.62,1,-21.3,1.16,925.6
1403,430,14.38,1,-21.7,1.42,920.5
1405,43,13.41,1,-21.6,1.01,919.4
1407,43,17.17,1,-21.5,1.02,921.8
1409,43,17.95,1,-21.6,1.27,920.3
1411,43,14.87,1,-20.7,1.15,917.2
1413,54,13.24,1,-20.7,1.04,916.1
1415,430,15.18,1,-21.5,1.07,914.6
1417,41,15.17,1,-21.1,1.07,914.6
1419,41,19.78,1,-21.0,1.04,915.0
1421,41,22.99,1,-21.6,1.14,915.0
1423,41,22.05,1,-19.5,1.01,915.5
1425,41,23.21,1,-19.4,1.30,914.1
1427,430,20.31,1,-19.8,1.32,910.8
1429,430,18.42,1,-19.9,1.33,916.3
1431,430,25.02,1,-19.5,1.48,916.5
1433,430,27.00,1,-19.0,2.01,916.1
1435,430,24.45,1,-18.7,1.80,914.2
1438,430,15.70,1,-18.0,1.18,910.8
1440,531,16.66,1,-19.4,1.46,907.5
1442,531,22.61,1,-20.2,1.68,912.9
1444,531,25.09,1,-21.4,2.02,459.5
1446,532,27.07,1,-21.5,1.95,459.8
1448,532,30.39,1,-20.8,3.10,531.6
1450,532,30.42,1,-21.1,2.96,926.7
1452,532,21.63,1,-19.9,1.79,531.1
1454,532,26.84,1,-19.2,2.82,531.3
1456,532,30.19,1,-18.6,3.17,921.9
1458,532,27.18,1,-17.7,2.10,920.6
1460,532,20.61,1,-17.6,1.77,919.7
1462,532,27.05,1,-17.9,2.06,461.2
1464,532,22.51,1,-18.4,2.05,463.0
1466,532,20.34,1,-18.5,1.38,461.9
1468,532,20.22,1,-19.5,1.58,463.2
1470,94,13.81,1,-20.3,1.09,464.0
1472,532,20.76,1,-20.0,1.45,464.0
1474,532,17.27,1,-20.6,1.24,465.9
1476,532,14.94,1,-19.7,1.08,462.5
1478,531,13.18,1,-19.0,1.06,465.9
1481,94,14.20,1,-19.3,1.13,930.0
1483,532,19.54,1,-18.0,1.46,929.6
1485,532,18.34,1,-17.8,1.22,929.5
1487,532,17.10,1,-18.2,1.19,924.8
1489,532,12.87,1,-18.0,1.11,919.9
1491,43,10.93,1,-19.1,1.02,917.5
1493,532,13.28,1,-19.6,1.21,906.6
1495,532,17.13,1,-19.7,1.41,912.0
1497,532,16.99,1,-19.9,1.07,915.2
1499,41,18.82,1,-20.3,1.59,914.7
1501,41,22.88,1,-20.6,1.84,912.0
1503,41,17.91,1,-20.8,1.31,912.0
1505,41,16.09,1,-21.2,1.11,910.1
1507,533,20.01,1,-19.7,1.72,908.3
1509,533,23.17,1,-19.2,1.66,907.9
1511,533,23.98,1,-18.8,1.75,906.4
1513,533,23.30,1,-18.7,1.55,906.1
1515,41,17.31,1,-18.8,1.13,906.7
1517,533,16.28,1,-18.1,1.27,906.2
1519,533,14.57,1,-17.1,1.20,907.2
1521,533,14.12,1,-17.1,1.20,906.8
1524,43,12.34,1,-17.2,1.07,906.8
1526,56,17.20,1,-17.9,1.27,906.3
1528,52,16.27,1,-18.6,1.01,906.4
1530,46,15.01,1,-18.0,1.16,905.8
1532,46,16.16,1,-18.1,1.14,905.0
1534,46,22.15,1,-17.5,1.13,451.3
1536,533,21.76,1,-18.6,1.15,451.6
1538,533,22.06,1,-19.1,1.13,899.2
1540,43,18.92,1,-19.8,1.11,898.3
1542,533,19.71,1,-22.1,1.13,898.4
1544,43,19.75,1,-23.1,1.21,901.3
1546,43,23.48,1,-26.0,1.30,901.3
1548,41,30.67,1,-28.6,1.79,890.7
1550,41,11.91,1,-33.4,1.02,669.0
1552,43,18.54,1,-38.1,1.37,887.1
1554,42,27.30,1,-41.1,1.50,442.7
1556,42,10.33,1,-61.8,1.13,666.7
1558,42,13.28,1,-62.2,1.16,919.3
1560,40,13.10,1,-65.8,1.98,682.4
1562,40,12.79,1,-65.8,1.80,682.5
1565,49,9.97,1,-66.8,1.84,682.5
1567,2066,39.53,1,-64.0,1.49,1030.8
1569,2066,38.71,1,-64.0,1.45,1031.6
1571,2066,39.21,1,-64.0,1.43,1032.4
1573,73,27.69,1,-64.8,1.28,1029.7
1575,41,6.79,1,-68.4,1.29,1031.2
1577,42,64.78,1,-52.9,4.85,323.7
1579,42,37.83,1,-52.5,1.45,912.6
1581,42,35.89,1,-52.5,1.45,1044.8
1583,42,37.76,1,-52.5,1.45,1044.8
1585,41,24.70,1,-56.8,1.09,1044.7
1587,53,25.07,1,-55.4,1.15,1044.4
1589,53,25.39,1,-55.4,1.17,1044.4
1591,53,27.73,1,-55.3,1.26,1082.5
1593,41,45.27,1,-43.0,1.19,1082.0
1595,41,25.43,1,-42.7,1.14,706.0
1597,41,25.11,1,-42.6,1.15,707.4
1599,41,25.51,1,-42.6,1.14,707.4
1601,52,20.09,1,-50.9,1.37,705.4
1603,612,13.61,1,-52.8,1.06,310.1
1605,970,25.56,1,-52.3,1.20,749.4
1608,970,20.76,1,-51.6,1.24,1000.3
1610,970,24.45,1,-53.9,1.32,1001.7
1612,1993,24.83,1,-54.8,1.34,1001.6
1614,1993,25.99,1,-55.1,1.41,1143.0
1616,785,9.66,1,-56.3,1.10,1144.1
1618,785,9.29,1,-56.6,1.01,858.7
1620,1122,9.84,1,-56.6,1.10,768.0
1622,2297,14.02,1,-56.4,1.85,1166.1
1624,1333,21.40,1,-53.7,1.37,567.2
1626,1333,21.52,1,-54.0,1.26,567.9
1628,1333,21.08,1,-54.4,1.25,567.9
1630,1333,21.89,1,-54.5,1.19,567.9
1632,44,16.97,1,-58.5,1.41,981.6
1634,474,83.82,1,-56.7,4.09,1194.6
1636,83,26.28,1,-41.6,1.08,471.6
1638,83,18.01,1,-40.3,1.01,992.2
1640,83,17.97,1,-40.3,1.01,991.3
1642,83,19.28,1,-40.3,1.07,991.4
1644,66,89.30,1,-45.9,2.02,992.1
1646,43,26.68,1,-57.7,1.22,949.8
1648,43,28.19,1,-57.7,1.34,679.9
1651,485,15.55,1,-65.2,1.36,483.8
1653,748,18.43,1,-59.2,1.13,746.8
1655,829,35.37,1,-57.0,1.94,831.5
1657,1946,42.07,1,-55.8,1.60,831.6
1659,1946,43.78,1,-55.9,1.55,831.8
1661,1946,37.53,1,-55.5,1.47,449.4
1663,570,22.44,1,-57.0,1.64,448.3
1665,49,23.66,1,-51.6,1.27,448.6
1667,49,17.81,1,-49.6,1.11,450.3
1669,49,17.80,1,-49.5,1.23,448.0
1671,49,17.70,1,-49.4,1.22,448.3
1673,42,15.14,1,-52.4,1.11,424.6
1675,41,24.89,1,-56.6,1.30,424.2
1677,47,11.82,1,-58.0,1.35,432.0
1679,47,11.06,1,-56.0,1.33,645.3
1681,45,12.17,1,-56.4,1.42,666.7
1683,53,30.96,1,-42.6,2.10,666.7
1685,65,19.56,1,-41.3,1.26,665.2
1687,54,19.65,1,-39.4,1.65,647.6
1689,54,18.29,1,-38.8,1.48,664.0
1691,43,12.33,1,-41.0,1.08,1099.4
1694,41,16.13,1,-43.0,1.31,650.5
1696,41,22.26,1,-40.6,1.33,276.1
1698,41,31.07,1,-41.5,1.20,276.0
1700,44,38.09,1,-41.3,1.63,276.1
1702,44,44.09,1,-41.3,1.49,276.1
1704,43,16.65,1,-50.8,1.33,276.0
1706,43,16.62,1,-50.8,1.32,276.1
1708,112,7.72,1,-56.0,1.45,310.9
1710,112,7.61,1,-62.9,1.01,311.2
1712,50,12.20,1,-68.7,1.87,310.8
1714,50,12.58,1,-67.9,1.67,552.4
1716,50,11.51,1,-66.3,1.45,552.3
1718,92,49.52,1,-37.0,1.04,1076.7
1720,999,13.59,1,-31.7,1.00,485.4
1722,999,12.51,1,-30.5,1.05,992.3
1724,979,12.76,1,-29.5,1.03,992.7
1726,992,14.72,1,-29.4,1.16,992.5
1728,992,18.14,1,-30.5,1.12,993.0
1730,40,15.89,1,-30.0,1.28,991.5
1732,996,15.53,1,-28.9,1.53,493.7
1734,996,11.26,1,-28.1,1.02,992.2
1737,502,19.81,1,-26.3,1.43,992.8
1739,502,21.63,1,-25.6,2.19,496.4
1741,502,28.38,1,-22.4,1.59,497.5
1743,502,40.60,1,-21.9,2.44,499.3
1745,502,35.44,1,-20.3,1.97,500.0
1747,502,30.01,1,-19.9,1.92,500.4
1749,502,23.31,1,-21.8,2.10,499.9
1751,502,23.22,1,-21.7,1.94,499.2
1753,503,23.90,1,-20.5,1.75,499.1
1755,502,26.73,1,-19.2,2.11,499.5
1757,502,28.66,1,-18.3,2.25,498.8
1759,502,28.31,1,-18.3,2.27,992.9
1761,502,19.91,1,-20.1,1.56,992.3
1763,502,19.24,1,-21.4,1.27,993.0
1765,502,24.80,1,-21.8,1.68,498.8
1767,503,28.40,1,-22.2,1.77,498.5
1769,503,36.51,1,-22.7,2.49,498.7
1771,503,33.90,1,-21.4,2.51,497.8
1773,503,26.42,1,-22.6,2.33,497.3
1775,503,25.93,1,-22.6,2.27,497.8
1777,503,23.26,1,-22.1,1.71,498.3
1780,503,28.31,1,-23.1,1.69,499.5
1782,503,26.64,1,-22.8,1.44,500.0
1784,503,25.92,1,-20.9,1.99,500.2
1786,503,24.53,1,-21.3,1.85,500.2
1788,503,26.13,1,-21.9,1.80,499.7
1790,503,17.69,1,-22.4,1.13,500.4
1792,503,15.31,1,-21.5,1.05,500.2
1794,503,19.56,1,-20.3,1.54,500.0
1796,503,22.20,1,-20.0,2.24,500.1
1798,503,19.06,1,-19.9,1.74,500.3
1800,503,12.60,1,-19.8,1.11,499.2
1802,503,20.31,1,-19.1,2.03,497.9
1804,503,20.73,1,-19.2,2.12,497.8
1806,503,23.02,1,-18.8,1.68,497.9
1808,503,18.87,1,-19.7,1.06,498.6
1810,503,32.89,1,-20.7,1.87,500.1
1812,503,32.42,1,-21.1,1.73,500.8
1814,503,25.99,1,-21.8,1.98,500.7
1816,504,27.63,1,-20.2,2.41,500.8
1818,504,27.10,1,-19.1,3.02,501.4
1821,504,26.72,1,-19.1,3.16,501.2
1823,504,16.16,1,-19.3,1.81,499.8
1825,51,16.72,1,-21.9,1.01,499.4
1827,504,26.43,1,-24.3,1.26,500.4
1829,504,29.18,1,-24.2,1.27,502.0
1831,46,27.06,1,-26.1,1.44,252.9
1833,504,21.41,1,-27.0,1.08,253.4
1835,40,21.29,1,-27.0,1.34,1015.6
1837,40,20.98,1,-26.7,1.33,254.4
1839,40,20.42,1,-24.4,1.18,254.4
1841,504,22.89,1,-24.0,1.91,254.5
1843,504,21.54,1,-24.3,1.79,253.9
1845,504,19.70,1,-23.9,1.57,253.0
1847,504,26.56,1,-25.8,2.27,503.6
1849,504,31.20,1,-24.0,2.33,503.1
1851,504,31.57,1,-24.0,2.47,503.0
1853,504,32.30,1,-24.6,2.35,503.1
1855,504,26.45,1,-24.1,1.64,502.4
1857,504,29.79,1,-22.6,2.75,502.5
1859,504,30.83,1,-21.1,2.51,502.1
1861,504,35.17,1,-20.1,3.14,502.0
1864,504,35.86,1,-19.5,4.14,501.5
1866,504,37.32,1,-20.9,2.82,501.1
1868,504,41.96,1,-22.3,4.34,500.9
1870,504,35.59,1,-22.1,3.09,500.4
1872,505,28.58,1,-23.9,2.23,500.4
1874,505,38.01,1,-23.7,2.90,500.8
1876,505,43.05,1,-21.9,3.38,500.0
1878,505,36.37,1,-23.0,3.10,500.1
1880,505,31.57,1,-23.3,2.75,500.3
1882,505,23.61,1,-22.8,1.60,501.0
1884,505,32.39,1,-24.0,2.19,501.4
1886,505,29.71,1,-22.8,1.23,501.6
1888,505,30.07,1,-21.0,1.63,501.4
1890,505,25.90,1,-20.8,1.36,501.5
1892,505,24.78,1,-20.8,1.14,501.2
1894,42,20.97,1,-21.5,1.03,500.6
1896,505,20.18,1,-20.3,1.17,500.3
1898,505,19.57,1,-19.8,1.79,499.8
1900,505,21.55,1,-19.4,2.08,499.8
1902,505,20.84,1,-19.4,2.20,497.8
1904,505,13.73,1,-19.0,1.39,496.8
1907,505,23.62,1,-18.2,2.58,494.9
1909,505,26.37,1,-17.9,2.40,496.2
1911,505,26.38,1,-18.0,2.20,497.8
1913,505,18.79,1,-19.5,1.63,498.0
1915,507,23.79,1,-22.1,1.50,499.8
1917,507,25.56,1,-23.3,2.47,499.6
1919,507,20.67,1,-22.1,1.69,993.4
1921,45,8.81,1,-19.9,1.22,993.2
1923,45,9.52,1,-19.2,1.34,993.2
1925,45,10.70,1,-18.7,1.44,993.1
1927,40,8.94,1,-18.4,1.15,992.7
1929,40,9.90,1,-18.9,1.27,496.0
1931,55,11.02,1,-18.9,1.53,996.5
1933,55,10.43,1,-19.2,1.71,995.8
1935,55,15.85,1,-19.7,1.78,497.5
1937,55,12.35,1,-19.4,1.15,498.0
1939,55,9.53,1,-18.6,1.13,497.9
1941,55,10.18,1,-18.5,1.21,498.7
1943,46,9.99,1,-18.9,1.12,498.0
1945,148,10.59,1,-20.2,1.12,500.0
1947,42,9.36,1,-22.3,1.01,1003.1
1950,48,13.78,1,-22.8,1.27,501.6
1952,46,20.69,1,-22.1,1.20,1003.6
1954,48,13.69,1,-20.3,1.34,1003.7
1956,46,11.91,1,-19.7,1.20,1003.4
1958,129,10.48,1,-19.9,1.09,501.2
1960,45,16.82,1,-20.1,1.37,500.5
1962,45,22.11,1,-21.8,2.14,500.7
1964,40,19.45,1,-20.2,1.35,500.5
1966,40,24.60,1,-19.1,1.20,500.7
1968,40,24.83,1,-19.2,1.36,500.8
1970,40,18.17,1,-20.0,1.08,501.9
1972,54,16.40,1,-21.8,1.30,502.2
1974,54,28.85,1,-24.8,1.91,502.9
1976,57,13.42,1,-27.2,1.07,502.3
1978,51,15.13,1,-27.1,1.35,502.4
1980,50,13.23,1,-27.6,1.12,501.8
1982,43,14.27,1,-24.8,1.06,501.7
1984,66,10.82,1,-23.1,1.16,501.5
1986,69,10.94,1,-21.7,1.04,501.1
1988,46,10.15,1,-21.3,1.06,501.0
1990,380,11.66,1,-21.4,1.07,500.6
1993,380,11.69,1,-22.4,1.04,993.1
1995,380,13.79,1,-24.0,1.34,996.2
1997,377,16.44,1,-23.6,1.30,995.2
1999,54,14.31,1,-24.7,1.47,994.0
2001,54,13.71,1,-24.0,1.61,996.0
2003,54,13.11,1,-23.6,1.34,995.0
2005,57,11.44,1,-24.2,1.04,995.1
2007,40,11.33,1,-24.7,1.03,997.1
2009,45,19.15,1,-24.5,1.50,999.6
2011,45,17.39,1,-25.5,1.74,1000.6
2013,45,25.16,1,-22.6,2.03,1001.4
2015,45,18.58,1,-22.0,1.54,1001.6
2017,42,23.80,1,-21.8,1.77,1002.6
2019,42,26.12,1,-21.7,1.93,1001.5
2021,42,25.03,1,-23.3,1.70,1000.9
2023,42,16.66,1,-20.4,1.78,999.3
2025,40,10.74,1,-19.9,1.23,506.7
2027,40,10.68,1,-20.0,1.20,506.7
2029,69,9.95,1,-19.4,1.06,499.0
2031,108,10.59,1,-19.5,1.12,498.5
2033,76,8.09,1,-18.5,1.04,497.5
2036,489,7.61,1,-18.5,1.03,497.4
2038,40,9.08,1,-19.1,1.01,497.6
2040,48,11.05,1,-20.4,1.15,250.7
2042,48,12.96,1,-23.9,1.29,992.2
2044,48,11.69,1,-23.9,1.18,993.3
2046,43,11.35,1,-22.7,1.15,992.2
2048,42,9.04,1,-20.4,1.17,992.4
2050,54,9.02,1,-20.0,1.24,992.3
2052,54,9.10,1,-19.7,1.08,992.9
2054,40,13.87,1,-19.8,1.32,994.3
2056,42,12.18,1,-20.1,1.48,1001.6
2058,42,12.89,1,-19.8,1.40,1001.9
2060,42,13.00,1,-20.0,1.38,998.7
2062,42,16.57,1,-20.2,1.54,496.1
2064,41,12.15,1,-19.7,1.22,493.6
2066,41,9.77,1,-19.0,1.13,989.8
2068,108,8.81,1,-19.0,1.01,494.1
2070,83,9.87,1,-19.8,1.02,494.1
2072,46,13.05,1,-21.7,1.04,998.8
2074,43,12.45,1,-23.7,1.06,1001.7
2077,86,12.08,1,-23.4,1.01,1002.5
2079,48,14.72,1,-22.3,1.58,1002.5
2081,46,11.15,1,-20.4,1.23,1003.7
2083,46,11.02,1,-20.0,1.15,1003.6
2085,40,10.29,1,-20.3,1.05,501.1
2087,61,16.11,1,-20.7,1.17,500.8
2089,40,20.70,1,-22.2,1.36,500.8
2091,40,17.82,1,-21.0,1.39,500.7
2093,49,21.49,1,-20.4,1.71,500.8
2095,40,20.11,1,-21.0,1.25,501.0
2097,40,19.66,1,-22.6,1.01,502.1
2099,60,18.04,1,-24.6,1.10,254.0
2101,45,28.23,1,-27.7,1.37,254.3
2103,43,14.65,1,-30.8,1.26,254.1
2105,56,19.00,1,-26.9,1.53,253.1
2107,67,11.31,1,-24.2,1.15,252.9
2109,48,11.40,1,-24.1,1.50,252.0
2111,66,11.15,1,-22.0,1.25,250.8
2113,49,11.73,1,-22.6,1.22,252.4
2115,52,12.79,1,-22.6,1.28,254.8
2117,52,13.16,1,-22.5,1.20,519.8
2120,65,12.45,1,-22.5,1.10,1042.0
2122,68,13.08,1,-21.0,1.21,1042.4
2124,65,10.70,1,-20.9,1.19,257.6
2126,50,9.64,1,-20.3,1.13,257.6
2128,48,10.75,1,-20.9,1.21,256.3
2130,42,11.14,1,-21.3,1.45,256.6
2132,44,9.21,1,-21.4,1.35,996.5
2134,57,8.29,1,-21.5,1.22,997.3
2136,44,9.52,1,-22.0,1.40,522.3
2138,44,11.13,1,-23.1,1.46,522.9
2140,44,9.92,1,-24.9,1.22,1056.5
2142,82,19.13,1,-25.6,1.25,1056.6
2144,82,22.10,1,-26.1,1.33,524.1
2146,44,18.45,1,-22.0,1.76,266.4
2148,44,18.55,1,-22.0,1.77,298.4
2150,44,15.40,1,-21.1,1.48,299.9
2152,44,16.07,1,-21.1,1.46,295.5
2154,42,16.38,1,-23.7,1.46,292.0
2156,42,15.96,1,-23.9,1.51,294.2
2158,44,23.48,1,-25.4,1.56,1162.7
2160,44,37.01,1,-27.7,1.71,1162.5
2163,44,31.04,1,-27.6,1.41,701.4
2165,44,32.36,1,-27.6,1.39,689.5
2167,43,32.29,1,-34.1,1.17,698.7
2169,48,35.44,1,-34.3,1.21,1169.3
2171,66,25.67,1,-40.7,1.45,1145.1
2173,66,30.53,1,-40.8,1.53,1143.6
2175,75,21.13,1,-55.9,1.19,1143.3
2177,63,7.66,1,-65.9,1.50,1143.4
2179,48,6.29,1,-66.4,1.04,943.7
2181,53,16.28,1,-62.9,1.05,797.5
2183,84,18.16,1,-62.2,1.11,682.0
2185,53,13.69,1,-60.9,1.01,675.6
2187,53,13.95,1,-60.8,1.03,677.3
2189,49,10.79,1,-62.5,1.20,674.0
2191,52,14.60,1,-62.1,1.83,674.0
2193,52,15.79,1,-63.8,1.65,673.4
2195,59,18.21,1,-59.4,1.27,545.1
2197,59,17.93,1,-59.1,1.28,544.7
2199,75,17.35,1,-59.5,1.31,1192.5
2201,79,17.34,1,-59.0,1.19,481.1
2203,43,10.05,1,-61.7,1.20,480.6
2206,50,14.64,1,-60.0,1.27,575.0
2208,41,17.22,1,-54.2,1.06,575.5
2210,64,16.98,1,-54.3,1.12,575.3
2212,64,17.46,1,-54.4,1.08,575.6
2214,44,35.86,1,-53.5,1.37,576.0
2216,47,25.43,1,-43.2,1.34,822.5
2218,42,20.05,1,-39.0,1.24,996.1
2220,41,20.53,1,-34.3,1.27,818.9
2222,41,20.51,1,-34.3,1.25,818.9
2224,41,22.37,1,-34.8,1.36,1011.3
2226,41,40.40,1,-36.0,1.42,1012.1
2228,51,29.72,1,-54.0,1.25,485.8
2230,51,30.97,1,-54.2,1.39,485.3
2232,488,89.83,1,-63.6,9.15,1012.0
2234,43,15.05,1,-64.6,1.96,1012.1
2236,41,12.99,1,-64.4,1.44,486.6
2238,41,18.30,1,-63.6,1.44,470.0
2240,41,18.48,1,-62.8,1.63,469.9
2242,51,17.66,1,-62.4,1.94,563.7
2244,51,18.44,1,-62.2,2.10,564.1
2246,49,17.05,1,-61.6,1.37,1003.0
2249,59,16.77,1,-61.0,1.69,302.4
2251,141,10.53,1,-58.9,1.18,602.2
2253,596,16.58,1,-55.3,1.11,596.4
2255,596,14.73,1,-54.1,1.16,598.1
2257,596,12.99,1,-52.6,1.11,598.2
2259,596,13.27,1,-52.8,1.01,349.8
2261,58,39.28,1,-53.8,1.55,1064.1
2263,58,41.14,1,-54.6,1.56,1063.8
2265,58,60.81,1,-56.7,1.49,1063.8
2267,50,15.07,1,-59.9,1.44,350.2
2269,49,14.49,1,-60.8,1.46,1061.3
2271,53,21.08,1,-62.2,1.69,1064.5
2273,50,8.81,1,-66.8,1.43,822.7
2275,50,9.96,1,-66.8,1.60,863.4
2277,127,12.99,1,-65.3,1.07,981.4
2279,44,16.54,1,-64.4,1.25,855.1
2281,1290,22.16,1,-58.9,1.39,855.6
2283,1290,21.70,1,-58.8,1.30,1024.2
2285,1290,23.95,1,-59.4,2.73,1024.2
2287,1290,23.55,1,-59.4,2.50,1024.2
2289,51,10.54,1,-62.3,1.63,1024.5
2292,51,7.83,1,-62.5,1.24,1024.6
2294,50,9.05,1,-62.6,1.32,947.9
2296,94,58.41,1,-58.1,1.02,524.8
2298,145,15.90,1,-52.5,1.10,339.2
2300,145,15.81,1,-52.5,1.12,339.2
2302,145,17.12,1,-51.8,1.16,339.2
2304,68,17.16,1,-51.3,1.09,587.1
2306,84,17.64,1,-52.6,1.13,587.0
2308,84,17.93,1,-52.6,1.15,333.4
2310,84,27.03,1,-53.5,1.30,587.7
2312,46,7.07,1,-67.1,1.09,587.7
2314,50,10.27,1,-66.4,1.08,587.6
2316,70,10.20,1,-66.2,1.19,266.4
2318,49,9.62,1,-66.1,1.20,266.4
2320,49,10.24,1,-65.9,1.44,624.0
2322,49,7.23,1,-66.4,1.33,616.6
2324,57,12.77,1,-64.4,2.51,618.0
2326,45,31.32,1,-58.9,1.54,1077.2
2328,45,25.44,1,-58.6,1.31,730.7
2330,45,25.50,1,-58.6,1.28,715.1
2333,45,27.59,1,-59.0,1.26,714.7
2335,52,17.67,1,-56.1,1.11,658.4
2337,40,17.88,1,-56.0,1.12,845.5
2339,67,14.76,1,-53.5,1.07,661.6
2341,67,13.42,1,-53.1,1.11,779.6
2343,72,11.66,1,-55.2,1.10,778.6
2345,72,14.60,1,-55.8,1.14,778.4
2347,1480,32.01,1,-60.4,2.27,775.6
2349,42,7.48,1,-65.2,1.05,775.7
2351,50,8.44,1,-65.5,1.49,940.3
2353,50,9.10,1,-65.2,1.24,693.9
2355,50,8.17,1,-65.0,1.14,692.8
2357,42,8.30,1,-65.1,1.12,693.3
2359,165,14.38,1,-64.3,1.40,843.4
2361,165,15.05,1,-64.4,1.64,845.2
2363,43,14.63,1,-63.5,1.29,844.7
2365,43,15.64,1,-63.0,1.44,845.1
2367,75,24.03,1,-62.5,1.58,844.6
2369,75,22.58,1,-62.5,1.56,766.8
2371,75,16.83,1,-62.2,1.80,907.8
2373,75,18.31,1,-62.5,1.89,1192.5
2376,79,17.68,1,-64.0,1.61,1192.5
2378,79,16.68,1,-62.6,1.34,1192.6
2380,45,12.80,1,-63.7,1.23,908.1
2382,45,13.74,1,-63.7,1.37,908.2
2384,54,17.76,1,-63.0,1.83,1068.4
2386,42,23.18,1,-60.6,1.08,837.3
2388,131,14.25,1,-56.1,1.17,283.4
